Passenger_Id,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body
440,3,0,female,30,0,0,330972,7.6292,,Q,,
441,3,0,female,25,1,0,STON/O2. 3101271,7.925,,S,,
442,2,0,female,29,1,0,SC/AH 29037,26,,S,,
443,3,0,male,20,0,0,7534,9.8458,,S,,
444,2,1,female,48,0,2,C.A. 33112,36.75,,S,14,
445,1,1,female,,0,0,PC 17598,31.6833,,S,7,
446,3,0,male,40,1,6,CA 2144,46.9,,S,,
447,3,0,male,,0,0,A/5 1478,8.05,,S,,
448,3,1,male,14,0,0,7538,9.225,,S,13,
449,2,1,female,12,0,0,C.A. 33595,15.75,,S,9,
450,3,0,male,20,0,0,6563,9.225,,S,,89
451,2,1,female,40,0,0,C.A. 33595,15.75,,S,9,
452,3,1,female,,0,0,2649,7.225,,C,C,
453,3,0,male,,0,0,SOTON/OQ 392086,8.05,,S,,
454,1,1,female,29,0,0,PC 17483,221.7792,C97,S,8,
455,3,1,female,22,0,0,347085,7.775,,S,C,
456,3,0,female,17,0,0,AQ/3. 30631,7.7333,,Q,,
457,2,1,female,33,0,2,26360,26,,S,11,
458,1,0,male,,0,0,112051,0,,S,,
459,1,1,female,,1,0,17453,89.1042,C92,C,5,
460,3,0,male,,0,0,312993,7.775,,S,,
461,3,0,male,24,0,0,7266,9.325,,S,,
462,3,0,male,,8,2,CA. 2343,69.55,,S,,
463,1,0,male,40,0,0,PC 17601,27.7208,,C,,
464,3,1,female,17,0,1,371362,16.1,,S,12,
465,3,0,male,,0,0,A./5. 3235,8.05,,S,,
466,3,0,female,2,0,1,347054,10.4625,G6,S,,
467,3,0,male,26,0,0,349248,7.8958,,S,,
468,3,0,male,30,0,0,2685,7.2292,,C,,
469,3,0,male,32.5,0,0,345775,9.5,,S,,298
470,1,0,male,22,0,0,PC 17760,135.6333,,C,,232
471,1,0,male,47,0,0,5727,25.5875,E58,S,,
472,1,1,male,32,0,0,13214,30.5,B50,C,3,
473,3,1,female,,0,2,2668,22.3583,,C,D,
474,3,1,male,32,0,0,1601,56.4958,,S,C,
475,3,0,female,38,4,2,347091,7.775,,S,,
476,1,0,male,38,0,0,19972,0,,S,,
477,3,0,male,40,1,5,347077,31.3875,,S,,142
478,3,1,male,32,0,0,1601,56.4958,,S,C,
479,2,0,male,48,0,0,234360,13,,S,,271
480,1,0,male,28,0,0,113059,47.1,,S,,
481,3,0,male,19,0,0,S.P. 3464,8.1583,,S,,
482,2,0,male,49,1,2,220845,65,,S,,
483,3,0,male,,0,0,370374,7.75,,Q,,
484,1,1,female,38,0,0,PC 17757,227.525,C45,C,4,
485,2,0,male,32,0,0,244360,13,,S,,
486,1,1,female,59,2,0,11769,51.4792,C101,S,D,
487,2,0,male,,0,0,SC/PARIS 2159,12.875,,S,,
488,2,0,male,,0,0,239855,0,,S,,
489,1,1,male,,0,0,16988,30,D45,S,3,
490,3,0,male,24,0,0,350409,7.8542,,S,,
491,3,1,female,,0,0,330931,7.8792,,Q,13,
492,3,0,male,21,0,0,A/5. 13032,7.7333,,Q,,
493,3,0,male,,0,0,S.C./A.4. 23567,8.05,,S,,
494,2,1,female,29,1,0,228414,26,,S,10,
495,1,0,male,37,1,0,113803,53.1,C123,S,,
496,3,0,male,32,0,0,8471,8.3625,,S,,
497,3,0,female,2,4,2,347082,31.275,,S,,
498,3,0,female,40,1,0,7546,9.475,,S,,
499,1,1,female,19,1,0,11967,91.0792,B49,C,7,
500,3,0,female,,0,0,W./C. 6609,7.55,,S,,
501,3,0,male,,0,0,365235,7.75,,Q,,
502,3,0,female,14,0,0,350406,7.8542,,S,,
503,3,0,male,51,0,0,347743,7.0542,,S,,
504,1,1,female,44,0,0,PC 17610,27.7208,B4,C,6,
505,3,0,female,16,5,2,CA 2144,46.9,,S,,
506,3,0,female,,0,4,4133,25.4667,,S,,
507,1,1,female,43,1,0,11778,55.4417,C116,C,5,
508,1,1,female,,1,0,PC 17604,82.1708,,C,6,
509,3,0,female,,3,1,4133,25.4667,,S,,
510,3,0,male,34,0,0,3101264,6.4958,,S,,143
511,1,1,female,22,0,1,113505,55,E33,S,6,
512,2,1,female,40,1,1,29750,39,,S,14,
513,1,1,female,47,1,1,11751,52.5542,D35,S,5,
514,1,0,male,32.5,0,0,113503,211.5,C132,C,,45
515,3,1,female,,0,0,370370,7.75,,Q,15,
516,1,1,female,22,0,0,113781,151.55,,S,11,
517,3,1,male,32,0,0,347079,7.775,,S,A,
518,3,0,female,,0,2,2678,15.2458,,C,,
519,1,1,female,23,3,2,19950,263,C23 C25 C27,S,10,
520,2,1,female,24,0,0,248733,13,F33,S,11,
521,3,1,female,,0,0,330968,7.7792,,Q,,
522,3,0,male,,1,0,65304,19.9667,,S,,
523,3,1,male,24,0,0,C 17369,7.1417,,S,13,
524,2,0,male,30,1,0,P/PP 3381,24,,C,,
525,2,1,female,34,0,0,C.A. 34260,10.5,F33,S,14,
526,3,0,male,33,0,0,349257,7.8958,,S,,
527,3,0,male,20,0,0,2679,7.225,,C,,
528,3,0,male,32,0,0,370376,7.75,,Q,,
529,1,1,male,48,1,0,19996,52,C126,S,5 7,
530,1,1,female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,
531,1,1,female,31,0,2,36928,164.8667,C7,S,8,
532,3,1,female,36,1,0,345572,17.4,,S,13,
533,3,0,male,32,0,0,STON/O 2. 3101293,7.925,,S,,
534,1,0,male,45,0,0,113050,26.55,B38,S,,
535,1,1,female,55,0,0,112377,27.7208,,C,6,
536,2,0,male,21,1,0,28133,11.5,,S,,
537,1,1,female,52,1,0,36947,78.2667,D20,C,4,
538,3,1,female,31,1,1,363291,20.525,,S,C D,
539,1,1,female,36,0,2,WE/P 5735,71,B22,S,7,
540,3,0,male,,0,0,36209,7.725,,Q,,
541,1,1,female,18,1,0,113773,53.1,D30,S,10,
542,1,0,male,,0,0,PC 17605,27.7208,,C,,
543,1,1,male,50,2,0,PC 17611,133.65,,S,5,
544,3,0,male,,0,0,2681,6.4375,,C,,
545,3,0,male,32,0,0,STON/OQ. 369943,8.05,,S,,
546,3,1,female,,1,0,371110,24.15,,Q,16,
547,1,1,female,18,1,0,PC 17757,227.525,C62 C64,C,4,
548,3,0,female,35,0,0,9232,7.75,,Q,,
549,1,1,male,42,0,0,PC 17476,26.2875,E24,S,5,
550,3,1,male,3,1,1,C.A. 37671,15.9,,S,2,
551,3,0,male,26,1,0,350025,7.8542,,S,,
552,3,0,male,,0,0,1222,7.8792,,S,,153
553,3,0,male,,1,0,367227,7.75,,Q,,
554,2,1,female,27,0,0,34218,10.5,E101,S,16,
555,1,0,male,47,0,0,36967,34.0208,D46,S,,
556,3,1,female,18,0,0,3101265,7.4958,,S,16,
557,3,0,female,9,3,2,347088,27.9,,S,,
558,3,0,male,,0,0,372622,7.75,,Q,,
559,2,1,female,18,0,1,231919,23,,S,,
560,1,0,male,,0,0,17463,51.8625,E46,S,,
561,3,1,male,0.8333,0,1,392091,9.35,,S,11,
562,3,0,male,42,0,0,C.A. 5547,7.55,,S,,
563,3,0,male,30,0,0,349246,7.8958,,S,,
564,3,1,female,16,0,0,367231,7.75,,Q,16,
565,1,0,male,,0,0,PC 17757,227.525,,C,,
566,3,0,male,,1,0,370371,15.5,,Q,,
567,3,1,female,23,0,0,SOTON/OQ 392083,8.05,,S,,
568,3,0,male,29,0,0,343276,8.05,,S,,
569,3,0,male,17,0,0,STON/O 2. 3101274,7.125,,S,,
570,2,1,female,24,1,2,220845,65,,S,9,
571,1,0,male,56,0,0,17764,30.6958,A7,C,,
572,2,1,female,0.9167,1,2,C.A. 34651,27.75,,S,10,
573,3,1,female,45,0,0,2696,7.225,,C,C,
574,3,1,male,,1,1,2668,22.3583,,C,C,
575,1,1,female,45,0,1,112378,59.4,,C,7,
576,3,1,female,,0,0,335677,7.75,,Q,13,
577,3,1,female,29,0,2,2650,15.2458,,C,C,
578,1,1,female,54,1,1,33638,81.8583,A34,S,5,
579,3,0,male,21,0,0,A/4 45380,8.05,,S,,
580,3,1,female,38,1,5,347077,31.3875,,S,15,
581,3,0,female,23,0,0,315085,8.6625,,S,,
582,3,1,female,63,0,0,4134,9.5875,,S,15,
583,3,1,male,26,0,0,1601,56.4958,,S,14,
584,1,0,male,58,0,2,35273,113.275,D48,C,,122
585,2,1,female,4,1,1,29103,23,,S,14,
586,2,1,female,29,0,2,29103,23,,S,14,
587,3,0,male,,0,0,2686,7.2292,,C,,
588,3,0,male,21,0,0,STON/O 2. 3101294,7.925,,S,,
589,2,0,male,26,0,0,31028,10.5,,S,,
590,2,1,female,41,0,1,250644,19.5,,S,14,
591,3,0,male,24,0,0,343275,8.05,,S,,
592,2,1,female,29,1,0,2926,26,,S,16,
593,3,0,male,2,4,1,382652,29.125,,Q,,
594,3,0,male,,0,0,2700,7.2292,,C,,
595,1,0,male,,0,0,112379,39.6,,C,,
596,2,0,male,24,0,0,C.A. 29566,10.5,,S,,108
597,3,0,male,36,0,0,345771,9.5,,S,,
598,3,0,male,28,0,0,363611,8.05,,S,,
599,1,0,male,,0,0,113791,26.55,,S,,
600,2,0,male,41,0,0,237393,13,,S,,
601,1,1,female,42,0,0,PC 17757,227.525,,C,4,
602,3,0,male,,0,0,349221,7.8958,,S,,
603,3,0,male,1,5,2,CA 2144,46.9,,S,,
604,2,0,female,18,1,1,250650,13,,S,,
605,3,0,male,2,4,1,3101295,39.6875,,S,,
606,2,1,female,17,0,0,SO/C 14885,10.5,,S,,
607,3,0,male,,0,0,349215,7.8958,,S,,
608,1,1,female,,0,0,PC 17585,79.2,,C,D,
609,3,0,male,25,0,0,349250,7.8958,,S,,
610,2,0,male,16,0,0,239865,26,,S,,
611,3,0,male,29,0,0,315082,7.875,,S,,
612,3,0,female,45,1,4,347088,27.9,,S,,
613,2,1,female,4,2,1,230136,39,F4,S,11,
614,3,0,male,31,0,0,335097,7.75,,Q,,
615,3,0,male,28,0,0,345770,9.5,,S,,
616,1,1,female,,1,0,PC 17569,146.5208,B78,C,6,
617,3,1,female,16,0,0,35851,7.7333,,Q,16,
618,1,0,male,24,0,1,PC 17558,247.5208,B58 B60,C,,
619,3,0,male,28,0,0,1601,56.4958,,S,,
620,3,0,male,24,0,0,371109,7.25,,Q,,
621,1,0,male,46,0,0,PC 17593,79.2,B82 B84,C,,
622,3,0,male,40.5,0,0,367232,7.75,,Q,,68
623,2,0,male,,0,0,239853,0,,S,,
624,3,1,female,17,4,2,3101281,7.925,,S,D,
625,3,0,male,,0,0,364498,14.5,,S,,
626,3,1,female,,0,2,2661,15.2458,,C,C,
627,2,0,male,52,0,0,250647,13,,S,,19
628,3,1,male,21,0,0,330920,7.8208,,Q,13,
629,3,0,male,27,0,0,349219,7.8958,,S,,
630,2,0,male,25,0,0,234686,13,,S,,97
631,1,1,male,25,1,0,11967,91.0792,B49,C,7,
632,1,1,male,,0,0,11774,29.7,C47,C,7,
633,1,1,female,55,0,0,PC 17760,135.6333,C32,C,8,
634,1,1,male,21,0,1,PC 17597,61.3792,,C,A,
635,2,1,male,24,0,0,28034,10.5,,S,9,
636,2,0,male,27,1,0,228414,26,,S,,293
637,2,0,male,30,0,0,250653,13,,S,,75
638,2,1,female,22,1,2,SC/Paris 2123,41.5792,,C,14,
639,1,1,female,51,1,0,13502,77.9583,D11,S,10,
640,3,1,male,29,0,0,349240,7.8958,,C,15,
641,2,0,male,39,0,0,28213,13,,S,,
642,2,0,male,34,1,0,28664,21,,S,,
643,2,1,male,0.6667,1,1,250649,14.5,,S,4,
644,3,0,male,,0,0,2652,7.2292,,C,,
645,3,1,male,25,0,0,348122,7.65,F G63,S,A,
646,3,0,female,17,0,0,2627,14.4583,,C,,
647,1,0,male,49,1,1,17421,110.8833,C68,C,,
648,3,1,female,22,0,0,347081,7.75,,S,13,
649,3,0,male,27,0,0,350408,7.8542,,S,,
650,2,0,male,18,0,0,231945,11.5,,S,,
651,3,0,female,20,0,0,347471,7.8542,,S,,
652,1,1,female,51,0,1,PC 17592,39.4,D28,S,9,
653,3,0,male,,0,0,371060,7.75,,Q,,
654,3,0,male,59,0,0,364500,7.25,,S,,
655,2,0,male,19,1,1,C.A. 33112,36.75,,S,,101
656,3,1,female,,0,0,36568,15.5,,Q,16,
657,3,0,male,,1,0,376564,16.1,,S,,
658,3,1,female,22,0,0,C 7077,7.25,,S,13,
659,3,0,male,20,0,0,315094,8.6625,,S,,
660,1,1,male,52,0,0,113786,30.5,C104,S,6,
661,3,0,male,30.5,0,0,364499,8.05,,S,,50
662,1,1,female,60,0,0,11813,76.2917,D15,C,8,
663,3,0,male,,0,0,1601,56.4958,,S,,
664,3,0,male,,0,0,349223,7.8958,,S,,
665,3,0,male,22,0,0,14973,8.05,,S,,47
666,1,0,male,50,1,0,13507,55.9,E44,S,,
667,1,1,female,43,0,1,24160,211.3375,B3,S,2,
668,1,1,male,28,0,0,110564,26.55,C52,S,D,
669,1,1,female,50,0,1,PC 17558,247.5208,B58 B60,C,6,
670,2,1,female,30,0,0,250648,13,,S,10,
671,3,1,female,,2,0,367226,23.25,,Q,16,
672,3,0,male,33,0,0,347062,7.775,,S,,37
673,1,1,male,36,0,0,PC 17474,26.3875,E25,S,5,
674,3,0,male,,0,0,2624,7.225,,C,,
675,1,1,female,22,0,1,112378,59.4,,C,7,
676,1,0,male,51,0,1,PC 17597,61.3792,,C,,
677,3,0,female,3,3,1,349909,21.075,,S,,
678,1,1,male,11,1,2,113760,120,B96 B98,S,4,
679,1,0,male,38,0,1,PC 17582,153.4625,C91,S,,147
680,3,0,female,28,0,0,347086,7.775,,S,,
681,3,0,male,35,0,0,349213,7.8958,,C,,
682,1,0,male,19,3,2,19950,263,C23 C25 C27,S,,
683,1,1,female,16,0,1,PC 17592,39.4,D28,S,9,
684,3,0,male,17,0,0,315090,8.6625,,S,,
685,2,0,male,21,0,0,236854,13,,S,,
686,3,1,male,,0,0,SOTON/O.Q. 3101308,7.05,,S,15,
687,3,0,male,,0,0,349218,7.8958,,S,,
688,1,1,male,25,1,0,11765,55.4417,E50,C,5,
689,2,1,female,22,1,1,248738,29,,S,13,
690,3,0,male,20.5,0,0,A/5 21173,7.25,,S,,
691,3,0,female,18,0,0,330963,7.8792,,Q,,
692,2,1,female,19,1,0,2908,26,,S,13,
693,3,0,male,22,0,0,350045,7.7958,,S,,
694,1,0,male,46,1,0,W.E.P. 5734,61.175,E31,S,,
695,3,1,female,18,0,0,347066,7.775,,S,D,
696,3,1,female,35,1,1,C.A. 2673,20.25,,S,A,
697,3,0,male,,0,0,2631,7.225,,C,,
698,2,0,male,18,0,0,236171,13,,S,,
699,3,1,female,,0,0,330980,7.8792,,Q,16,
700,3,1,male,,0,0,65306,8.1125,,S,13,
701,3,0,male,2,3,1,349909,21.075,,S,,4
702,3,0,male,19,0,0,348124,7.65,F G73,S,,
703,1,1,male,45,0,0,PC 17594,29.7,A9,C,7,
704,2,1,male,8,1,1,C.A. 33112,36.75,,S,14,
705,1,1,female,33,1,0,113806,53.1,E8,S,5,
706,3,0,male,,0,0,349254,7.8958,,C,,
707,2,0,female,57,0,0,S.O./P.P. 3,10.5,E77,S,,52
708,1,1,female,47,1,0,W.E.P. 5734,61.175,E31,S,4,
709,3,0,male,29,0,0,347467,7.8542,,S,,
710,3,0,male,16,4,1,3101295,39.6875,,S,,
711,3,0,male,,0,0,349222,7.8958,,S,,
712,3,1,female,22,0,0,334914,7.725,,Q,13,
713,2,1,female,8,0,2,C.A. 31921,26.25,,S,14,
714,3,0,male,,8,2,CA. 2343,69.55,,S,,
715,3,0,male,20,0,0,SOTON/O2 3101287,7.925,,S,,
716,3,0,female,45,0,1,2691,14.4542,,C,,
717,2,0,male,,0,0,240261,10.7083,,Q,,
718,1,1,female,60,1,4,19950,263,C23 C25 C27,S,10,
719,2,1,female,40,0,0,31418,13,,S,9,
720,1,1,female,58,0,0,PC 17569,146.5208,B80,C,,
721,3,1,female,38,0,0,2688,7.2292,,C,C,
722,3,1,female,5,2,1,2666,19.2583,,C,C,
723,1,1,female,,0,1,113505,55,E33,S,6,
724,1,1,female,19,0,2,11752,26.2833,D47,S,5,
725,3,0,female,22,2,0,315152,8.6625,,S,,
726,3,1,male,,1,1,2661,15.2458,,C,C,
727,3,0,male,,0,0,2655,7.2292,F E46,C,,
728,3,0,male,26,1,0,2680,14.4542,,C,,
729,2,1,female,24,1,1,S.C./PARIS 2079,37.0042,,C,10,
730,3,0,male,,0,0,2674,7.225,,C,,
731,1,0,male,54,0,1,35281,77.2875,D26,S,,
732,1,1,male,53,1,1,33638,81.8583,A34,S,13,
733,1,0,male,31,1,0,F.C. 12750,52,B71,S,,
734,2,1,male,,0,0,244373,13,,S,14,
735,3,0,male,1,4,1,3101295,39.6875,,S,,
736,3,0,male,26,0,0,3474,7.8875,,S,,
737,3,0,male,,0,0,2641,7.2292,,C,,
738,3,0,female,23,0,0,STON/O2. 3101290,7.925,,S,,
739,3,0,male,11,5,2,CA 2144,46.9,,S,,
740,3,0,male,,0,0,330979,7.8292,,Q,,
741,3,0,male,42,0,1,4579,8.4042,,S,,
742,1,1,female,14,1,2,113760,120,B96 B98,S,4,
743,1,0,male,37,1,1,PC 17756,83.1583,E52,C,,
744,3,0,male,24,0,0,SOTON/O.Q. 3101311,7.05,,S,,
745,3,1,male,,0,0,1601,56.4958,,S,C,
746,3,0,male,22,0,0,A/5 21172,7.25,,S,,
747,2,1,female,34,0,0,243880,13,,S,12,
748,3,0,male,,8,2,CA. 2343,69.55,,S,,
749,1,0,male,46,0,0,694,26,,S,,80
750,2,1,female,28,1,0,2003,26,,S,14,
751,3,0,male,,0,0,366713,7.75,,Q,,
752,1,1,female,44,0,1,111361,57.9792,B18,C,4,
753,3,0,male,50,1,0,A/5. 3337,14.5,,S,,119
754,3,1,female,,0,0,35852,7.7333,,Q,16,
755,3,0,male,8,4,1,382652,29.125,,Q,,
756,3,0,male,10,3,2,347088,27.9,,S,,
757,3,0,female,,0,2,364848,7.75,,Q,,
758,3,0,male,28.5,0,0,2697,7.2292,,C,,181
759,1,0,male,56,0,0,113792,26.55,,S,,
760,2,0,male,28,0,0,C.A./SOTON 34068,10.5,,S,,
761,3,0,male,,0,0,C.A. 49867,7.55,,S,,
762,2,1,male,32,1,0,2908,26,,S,13,
763,3,0,male,41,0,0,SOTON/O.Q. 3101263,7.85,,S,,
764,2,0,female,27,1,0,11668,21,,S,,
765,3,0,male,,1,0,2621,6.4375,,C,,
766,1,1,male,,0,0,19988,30.5,C106,S,3,
767,1,1,female,56,0,1,11767,83.1583,C50,C,7,
768,2,0,male,,0,0,237735,15.0458,D,C,,
769,2,0,male,35,0,0,233734,12.35,,Q,,
770,2,1,female,31,1,1,C.A. 31921,26.25,,S,14,
771,1,1,female,31,1,0,35273,113.275,D36,C,6,
772,2,0,male,,0,0,239853,0,,S,,
773,1,1,male,49,1,0,PC 17485,56.9292,A20,C,1,
774,1,1,female,45,0,1,PC 17759,63.3583,D10 D12,C,7,
775,2,0,male,16,0,0,S.O./P.P. 3,10.5,,S,,
776,3,0,female,19,1,0,376566,16.1,,S,,53
777,3,0,male,26,0,0,347075,7.775,,S,,
778,2,0,male,24,0,0,248726,13.5,,S,,297
779,1,1,female,48,1,3,PC 17608,262.375,B57 B59 B63 B66,C,4,
780,3,0,male,35,0,0,349230,7.8958,,S,,
781,2,1,female,22,0,0,W./C. 14266,10.5,F33,S,14,
782,1,1,male,13,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,
783,3,1,female,,0,0,383123,7.75,,Q,15 16,
784,3,0,male,5,4,2,347077,31.3875,,S,,
785,3,1,male,,0,0,368402,7.75,,Q,B,
786,1,0,male,,0,0,113796,42.4,,S,,
787,3,1,male,25,0,0,2654,7.2292,F E57,C,10,
788,3,0,male,33,0,0,349241,7.8958,,C,,51
789,2,0,male,43,0,1,S.O./P.P. 2,21,,S,,
790,3,0,male,33,1,1,363291,20.525,,S,,
791,3,0,male,34,0,0,364506,8.05,,S,,
792,3,0,male,0.3333,0,2,347080,14.4,,S,,
793,3,0,female,31,1,0,345763,18,,S,,
794,2,0,male,34,1,0,226875,26,,S,,
795,3,1,male,12,1,0,2651,11.2417,,C,C,
796,3,1,female,4,1,1,PP 9549,16.7,G6,S,13,
797,3,0,male,19,0,0,347069,7.775,,S,,
798,1,1,female,39,1,1,17421,110.8833,C68,C,4,
799,3,0,male,21,0,0,364858,7.75,,Q,,
800,3,0,male,40.5,0,0,C.A. 6212,15.1,,S,,187
801,2,1,female,28,0,0,230434,13,,S,9,
802,3,0,female,11,4,2,347082,31.275,,S,,
803,1,1,male,,0,0,111427,26.55,,S,9,
804,3,0,male,22,0,0,345767,9,,S,,
805,3,1,male,36.5,1,0,345572,17.4,,S,15,
806,2,0,male,28,0,1,248727,33,,S,,
807,3,1,female,26,0,0,STON/O2. 3101282,7.925,,S,,
808,3,0,male,,1,0,2689,14.4583,,C,,
809,2,1,male,20,0,0,SC/PARIS 2166,13.8625,D38,C,7,
810,1,0,male,60,0,0,113800,26.55,,S,,
811,1,1,female,41,0,0,16966,134.5,E40,C,3,
812,3,0,male,44,0,0,363592,8.05,,S,,
813,3,1,male,20,1,1,2653,15.7417,,C,C,
814,1,0,male,50,0,0,113044,26,E60,S,,
815,3,0,male,22,0,0,2669,7.2292,,C,,
816,1,0,male,,0,0,113778,26.55,D34,S,,
817,1,1,female,64,1,1,112901,26.55,B26,S,7,
818,1,0,male,45,1,0,36973,83.475,C83,S,,
819,1,0,male,41,1,0,17464,51.8625,D21,S,,
820,2,0,male,25,1,0,236853,26,,S,,
821,3,1,male,25,0,0,LINE,0,,S,15,
822,3,0,male,41,2,0,350026,14.1083,,S,,
823,1,0,male,50,1,0,PC 17761,106.425,C86,C,,62
824,3,0,male,,3,1,4133,25.4667,,S,,
825,3,0,male,34.5,0,0,330911,7.8292,,Q,,70
826,1,1,male,24,1,0,21228,82.2667,B45,S,7,
827,2,1,female,20,1,0,236853,26,,S,12,
828,3,0,male,,0,0,394140,6.8583,,Q,,
829,3,0,male,21,0,0,315097,8.6625,,S,,
830,2,1,female,21,0,1,S.O./P.P. 2,21,,S,12,
831,2,1,female,13,0,1,250644,19.5,,S,14,
832,1,1,female,,1,0,19996,52,C126,S,5 7,
833,2,1,female,31,0,0,F.C.C. 13528,21,,S,14,
834,1,1,female,22,0,2,13568,49.5,B39,C,5,
835,3,0,male,18.5,0,0,2682,7.2292,,C,,58
836,1,0,male,27,0,2,113503,211.5,C82,C,,
837,3,1,male,,0,0,383162,7.75,,Q,14,
838,1,1,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,4,
839,3,0,male,,0,0,LP 1588,7.575,,S,,
840,2,0,male,28,0,0,218629,13.5,,S,,287
841,3,0,female,,0,0,330909,7.6292,,Q,,
842,3,0,male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,,
843,3,1,female,22,1,0,347072,13.9,,S,16,
844,1,1,male,,0,0,19947,35.5,C52,S,D,
845,3,1,female,16,0,0,348125,7.65,,S,16,
846,1,0,male,17,0,0,113059,47.1,,S,,
847,3,1,female,,0,0,14311,7.75,,Q,D,
848,2,0,male,23,0,0,244278,10.5,,S,,
849,3,0,female,,1,2,W./C. 6607,23.45,,S,,
850,2,0,male,23,0,0,233639,13,,S,,
851,1,1,female,49,0,0,17465,25.9292,D17,S,8,
852,3,0,female,,0,0,365237,7.75,,Q,,
853,3,0,male,,0,0,36568,15.5,,Q,,
854,3,0,male,61,0,0,345364,6.2375,,S,,
855,3,0,male,,0,0,370372,7.75,,Q,,
856,3,0,male,47,0,0,A/5 3902,7.25,,S,,
857,3,0,male,44,0,0,364511,8.05,,S,,
858,3,0,male,26,0,0,330910,7.8792,,Q,,
859,3,0,female,47,1,0,A/5. 3337,14.5,,S,,7
860,1,1,female,16,0,0,110152,86.5,B79,S,8,
861,3,0,female,,0,0,364856,7.75,,Q,,
862,1,1,female,39,1,1,110413,79.65,E67,S,8,
863,3,0,male,25,0,0,374887,7.25,,S,B,
864,3,0,male,,0,0,368573,7.75,,Q,,
865,2,0,male,27,0,0,211536,13,,S,,
866,2,1,female,31,0,0,CA 31352,21,,S,10,
867,3,0,female,27,0,0,330844,7.8792,,Q,,
868,3,0,male,21,0,0,350029,7.8542,,S,,69
869,3,1,male,,0,0,312991,7.775,,S,B,
870,2,0,male,60,1,1,29750,39,,S,,
871,3,0,male,13,4,2,347077,31.3875,,S,,
872,2,0,male,25,0,0,F.C.C. 13540,10.5,,S,,81
873,3,1,female,23,0,0,CA. 2314,7.55,,S,C,
874,3,1,female,24,1,0,STON/O2. 3101279,15.85,,S,15,
875,3,0,female,2,1,1,370129,20.2125,,S,,
876,3,0,male,28,0,0,C 4001,22.525,,S,,
877,2,0,male,29,1,0,SC/PARIS 2167,27.7208,,C,,295
